2010 02  18.8
2010 03  15.4
2010 04   8.0
2010 05   8.7
2010 06  13.6
2010 07  16.1
2010 08  19.6
2010 09  25.2
2010 10  23.5
2010 11  21.5
2010 12  14.4
